Submission ID,What is your age?,How many cups of coffee do you typically drink per day?,Where do you typically drink coffee? (At home),Where do you typically drink coffee? (At the office),Where do you typically drink coffee? (On the go),Where do you typically drink coffee? (At a cafe),Where do you typically drink coffee? (None of these),How do you brew coffee at home? (Pour over),How do you brew coffee at home? (French press),How do you brew coffee at home? (Espresso),How do you brew coffee at home? (Coffee brewing machine (e.g. Mr. Coffee)),How do you brew coffee at home? (Pod/capsule machine (e.g. Keurig/Nespresso)),How do you brew coffee at home? (Instant coffee),How do you brew coffee at home? (Bean-to-cup machine),How do you brew coffee at home? (Cold brew),How do you brew coffee at home? (Coffee extract (e.g. Cometeer)),How do you brew coffee at home? (Other),"On the go, where do you typically purchase coffee? (National chain (e.g. Starbucks, Dunkin))","On the go, where do you typically purchase coffee? (Local cafe)","On the go, where do you typically purchase coffee? (Drive-thru)","On the go, where do you typically purchase coffee? (Specialty coffee shop)","On the go, where do you typically purchase coffee? (Deli or supermarket)","On the go, where do you typically purchase coffee? (Other)",What is your favorite coffee drink?,Do you usually add anything to your coffee? (No - just black),"Do you usually add anything to your coffee? (Milk, dairy alternative, or coffee creamer)",Do you usually add anything to your coffee? (Sugar or sweetener),Do you usually add anything to your coffee? (Flavor syrup),Do you usually add anything to your coffee? (Other),What kind of dairy do you add? (Whole milk),What kind of dairy do you add? (Skim milk),What kind of dairy do you add? (Half and half),What kind of dairy do you add? (Coffee creamer),What kind of dairy do you add? (Flavored coffee creamer),What kind of dairy do you add? (Oat milk),What kind of dairy do you add? (Almond milk),What kind of dairy do you add? (Soy milk),What kind of dairy do you add? (Other),What kind of sugar or sweetener do you add? (Granulated Sugar),"What kind of sugar or sweetener do you add? (Artificial Sweeteners (e.g., Splenda))",What kind of sugar or sweetener do you add? (Honey),What kind of sugar or sweetener do you add? (Maple Syrup),What kind of sugar or sweetener do you add? (Stevia),What kind of sugar or sweetener do you add? (Agave Nectar),What kind of sugar or sweetener do you add? (Brown Sugar),What kind of sugar or sweetener do you add? (Raw Sugar (Turbinado)),"Before today's tasting, which of the following best described what kind of coffee you like?",How strong do you like your coffee?,What roast level of coffee do you prefer?,How much caffeine do you like in your coffee?,"Lastly, how would you rate your own coffee expertise?",Coffee A - Bitterness,Coffee A - Acidity,Coffee A - Personal Preference,Coffee B - Bitterness,Coffee B - Acidity,Coffee B - Personal Preference,Coffee C - Bitterness,Coffee C - Acidity,Coffee C - Personal Preference,Coffee D - Bitterness,Coffee D - Acidity,Coffee D - Personal Preference,"Between Coffee A, Coffee B, and Coffee C which did you prefer?","Between Coffee A and Coffee D, which did you prefer?","Lastly, what was your favorite overall coffee?",Do you work from home or in person?,"In total, much money do you typically spend on coffee in a month?",Why do you drink coffee? (It tastes good),Why do you drink coffee? (I need the caffeine),Why do you drink coffee? (I need the ritual),Why do you drink coffee? (It makes me go to the bathroom),Why do you drink coffee? (Other),Do you like the taste of coffee?,Do you know where your coffee comes from?,What is the most you've ever paid for a cup of coffee?,What is the most you'd ever be willing to pay for a cup of coffee?,Do you feel like you’re getting good value for your money when you buy coffee at a cafe?,Approximately how much have you spent on coffee equipment in the past 5 years?,Do you feel like you’re getting good value for your money with regards to your coffee equipment?,Gender,Education Level,Ethnicity/Race,Ethnicity/Race (please specify),Employment Status,Number of Children,Political Affiliation
BGbJD4,25-34 years old,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Pourover,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Chocolatey,Medium,Light,Full caffeine,2.0,1.0,4.0,5.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,3.0,Coffee A,Coffee A,Coffee A,I primarily work in person,$20-$40,1,1,1,1,0,No,Yes,$6-$8,More than $20,Yes,$100-$300,Yes,Male,Bachelor's degree,White/Caucasian,,Employed full-time,More than 3,Democrat
9dJYbp,25-34 years old,3,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,Latte,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Chocolatey,Medium,Light,Full caffeine,8.0,1.0,1.0,5.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,Coffee A,Coffee A,Coffee D,I primarily work in person,$20-$40,1,1,0,0,0,Yes,Yes,$15-$20,$10-$15,No,$100-$300,Yes,Male,Master's degree,Hispanic/Latino,,Student,,No affiliation
xdNbJ9,25-34 years old,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Espresso,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Fruity,Very strong,Medium,Full caffeine,6.0,3.0,3.0,4.0,3.0,1.0,3.0,4.0,2.0,3.0,1.0,4.0,5.0,Coffee A,Coffee D,Coffee D,I primarily work from home,$20-$40,1,0,0,0,0,Yes,Yes,$8-$10,$8-$10,Yes,$300-$500,Yes,Male,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
EPbVLl,45-54 years old,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Regular drip coffee,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Full Bodied,Somewhat strong,Italian,Full caffeine,6.0,2.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,5.0,1.0,4.0,,Coffee C,Coffee A,Coffee C,I primarily work from home,,1,1,1,1,1,,,,,,,,,,,,,,
pLPNQJ,35-44 years old,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Pourover,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Chocolatey,Somewhat strong,Medium,Full caffeine,7.0,4.0,4.0,5.0,4.0,2.0,4.0,2.0,2.0,3.0,4.0,5.0,1.0,Coffee A,Coffee A,Coffee A,I do a mix of both,$40-$60,1,1,1,1,0,Yes,Yes,$6-$8,$6-$8,No,$300-$500,Yes,Female,Doctorate or professional degree,Asian/Pacific Islander,,Employed full-time,2,No affiliation
AlbMLW,25-34 years old,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,Iced coffee,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Bright,Medium,Light,Decaf,7.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,4.0,5.0,Coffee A,Coffee D,Coffee D,I primarily work from home,$80-$100,1,0,1,0,0,Yes,Yes,$8-$10,$8-$10,Yes,$500-$1000,Yes,Male,Bachelor's degree,White/Caucasian,,Employed full-time,1,Independent
EPboPq,25-34 years old,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,Latte,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Full Bodied,Medium,Medium,Full caffeine,3.0,2.0,3.0,4.0,1.0,2.0,5.0,4.0,2.0,2.0,3.0,3.0,1.0,Coffee A,Coffee A,Coffee C,I primarily work in person,>$100,1,1,0,0,0,Yes,Yes,$15-$20,More than $20,Yes,$500-$1000,Yes,Male,Master's degree,White/Caucasian,,Employed full-time,,No affiliation
ylq8yW,25-34 years old,3,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,Americano,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Full Bodied,Somewhat strong,Light,Full caffeine,7.0,1.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,5.0,1.0,3.0,3.0,Coffee C,Coffee D,Coffee C,I do a mix of both,$20-$40,1,1,1,1,0,Yes,Yes,$8-$10,$10-$15,No,$20-$50,Yes,Male,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,,Democrat
J2kEDz,45-54 years old,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,Cappuccino,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,Nutty,Somewhat strong,Medium,Decaf,5.0,3.0,3.0,4.0,2.0,4.0,2.0,2.0,5.0,1.0,1.0,4.0,2.0,Coffee A,Coffee A,Coffee A,I do a mix of both,$20-$40,1,0,1,1,0,Yes,Yes,$4-$6,$4-$6,No,$500-$1000,Yes,Male,Some college or associate's degree,White/Caucasian,,Employed full-time,2,Independent
24x9Lg,25-34 years old,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,Pourover,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Juicy,Somewhat strong,Light,Full caffeine,6.0,2.0,2.0,3.0,4.0,1.0,2.0,1.0,3.0,3.0,2.0,4.0,5.0,Coffee A,Coffee D,Coffee D,I primarily work from home,$20-$40,1,1,0,0,0,Yes,Yes,$10-$15,$10-$15,No,$300-$500,Yes,Male,Some college or associate's degree,White/Caucasian,,Employed full-time,,No affiliation
0EjYb6,35-44 years old,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,Pourover,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Fruity,Medium,Light,Full caffeine,8.0,4.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,4.0,1.0,4.0,5.0,Coffee C,Coffee D,Coffee D,I primarily work in person,>$100,1,1,1,0,0,Yes,Yes,$10-$15,$10-$15,Yes,"More than $1,000",Yes,Male,Some college or associate's degree,White/Caucasian,,Employed full-time,,Independent
ZdRb6a,25-34 years old,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,Cortado,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,Nutty,Somewhat strong,Medium,Full caffeine,7.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,2.0,4.0,3.0,5.0,5.0,Coffee C,Coffee D,Coffee D,I primarily work from home,$20-$40,1,1,1,0,0,Yes,Yes,$10-$15,$15-$20,Yes,$500-$1000,Yes,Male,Doctorate or professional degree,White/Caucasian,,Employed full-time,,Independent
WApbdP,25-34 years old,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,Espresso,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Floral,Medium,Light,Full caffeine,7.0,4.0,4.0,2.0,2.0,4.0,2.0,3.0,4.0,3.0,2.0,4.0,4.0,Coffee C,Coffee D,Coffee D,I primarily work from home,$20-$40,1,1,1,0,0,Yes,No,$8-$10,More than $20,No,$300-$500,Yes,Male,Bachelor's degree,Hispanic/Latino,,Employed full-time,1,Democrat
24xY69,18-24 years old,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,Cold brew,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Chocolatey,Somewhat strong,Medium,Full caffeine,2.0,2.0,4.0,1.0,2.0,2.0,4.0,4.0,2.0,5.0,2.0,4.0,2.0,Coffee C,Coffee D,Coffee C,I primarily work from home,$20-$40,1,0,1,0,0,Yes,Yes,$8-$10,,Yes,$20-$50,Yes,Male,Some college or associate's degree,Asian/Pacific Islander,,Student,,No affiliation
RzBqWd,25-34 years old,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,Pourover,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Fruity,Medium,Light,Full caffeine,5.0,2.0,5.0,4.0,5.0,2.0,2.0,4.0,3.0,3.0,2.0,4.0,5.0,Coffee A,Coffee D,Coffee D,I primarily work in person,$40-$60,1,0,1,0,0,Yes,Yes,$4-$6,$6-$8,,$100-$300,Yes,Male,,,,,,
RzBqLv,25-34 years old,More than 4,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,Espresso,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Full Bodied,Somewhat strong,Medium,Full caffeine,5.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,4.0,1.0,5.0,2.0,Coffee A,Coffee A,Coffee A,I primarily work in person,$40-$60,1,0,0,0,0,Yes,No,$8-$10,$8-$10,Yes,$500-$1000,Yes,Male,High school graduate,White/Caucasian,,Employed full-time,,No affiliation
oAV8d5,35-44 years old,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,Americano,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Nutty,Very strong,Medium,Full caffeine,7.0,3.0,4.0,3.0,4.0,2.0,4.0,2.0,2.0,5.0,1.0,5.0,2.0,Coffee C,Coffee A,Coffee C,I primarily work from home,$40-$60,1,1,1,0,0,Yes,Yes,$6-$8,$8-$10,Yes,$500-$1000,Yes,Male,Bachelor's degree,White/Caucasian,,Employed full-time,2,Democrat
oAV8OM,25-34 years old,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,Pourover,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Fruity,Somewhat light,Light,Full caffeine,7.0,2.0,2.0,4.0,3.0,3.0,3.0,5.0,1.0,1.0,1.0,4.0,5.0,Coffee A,Coffee D,Coffee D,I primarily work in person,$60-$80,1,0,1,0,0,Yes,Yes,More than $20,More than $20,No,"More than $1,000",Yes,Male,Bachelor's degree,White/Caucasian,,Employed full-time,More than 3,Independent
AlbYyW,25-34 years old,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Mocha,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,Floral,Somewhat strong,Light,Full caffeine,4.0,2.0,5.0,4.0,4.0,3.0,3.0,5.0,2.0,2.0,3.0,4.0,5.0,Coffee A,Coffee D,Coffee D,I primarily work in person,$20-$40,1,1,0,0,0,Yes,Yes,$10-$15,$10-$15,Yes,$100-$300,Yes,Male,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
KMB4kk,25-34 years old,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,Cappuccino,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,Chocolatey,Medium,Light,Full caffeine,3.0,1.0,4.0,2.0,4.0,1.0,5.0,3.0,3.0,4.0,1.0,5.0,1.0,Coffee B,Coffee A,Coffee B,I do a mix of both,$60-$80,1,1,0,0,0,Yes,No,$6-$8,$10-$15,Yes,$20-$50,Yes,Female,Doctorate or professional degree,Asian/Pacific Islander,,Employed full-time,,Democrat
42N0Kd,18-24 years old,2,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,Latte,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Full Bodied,Somewhat strong,Medium,Full caffeine,7.0,2.0,4.0,3.0,3.0,1.0,5.0,3.0,2.0,4.0,3.0,4.0,1.0,Coffee B,Coffee A,Coffee B,I do a mix of both,$60-$80,1,1,1,0,0,Yes,Yes,$10-$15,$10-$15,No,$300-$500,Yes,Male,Some college or associate's degree,White/Caucasian,,Employed full-time,,Independent
0Ej0VZ,25-34 years old,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,Latte,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,Sweet,Medium,Medium,Full caffeine,6.0,2.0,3.0,4.0,2.0,2.0,3.0,4.0,2.0,2.0,1.0,4.0,4.0,Coffee A,Coffee A,Coffee A,I primarily work in person,<$20,1,1,0,0,0,Yes,No,$6-$8,$8-$10,Yes,$20-$50,Yes,Female,Some college or associate's degree,White/Caucasian,,Employed part-time,,Democrat
rlrQQo,35-44 years old,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,Latte,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,Nutty,Somewhat strong,Dark,Half caff,7.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,4.0,2.0,4.0,1.0,Coffee C,Coffee A,Coffee C,I primarily work from home,$20-$40,1,1,1,0,0,Yes,No,$8-$10,$6-$8,Yes,Less than $20,Yes,Female,Master's degree,Other (please specify),mixed,Employed full-time,,Democrat
vNx84X,35-44 years old,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,Espresso,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Fruity,Very strong,Light,Full caffeine,7.0,1.0,4.0,5.0,3.0,1.0,4.0,2.0,3.0,4.0,2.0,5.0,2.0,Coffee A,Coffee A,Coffee A,I primarily work in person,$40-$60,1,0,0,0,0,Yes,Yes,$10-$15,$15-$20,No,"More than $1,000",No,Male,Doctorate or professional degree,Asian/Pacific Islander,,Employed full-time,3,Democrat
OABxLk,25-34 years old,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,Iced coffee,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Fruity,Medium,Light,Full caffeine,8.0,1.0,4.0,5.0,5.0,1.0,1.0,4.0,2.0,2.0,2.0,4.0,4.0,Coffee A,Coffee A,Coffee A,I primarily work in person,$60-$80,1,0,0,0,0,Yes,Yes,$15-$20,More than $20,Yes,"More than $1,000",Yes,Male,Master's degree,White/Caucasian,,Student,,Independent
MAd2V0,25-34 years old,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,Regular drip coffee,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Bold,Somewhat strong,Dark,Full caffeine,4.0,3.0,4.0,3.0,3.0,2.0,5.0,3.0,1.0,4.0,3.0,5.0,1.0,Coffee B,Coffee A,Coffee B,I do a mix of both,<$20,1,0,0,0,0,Yes,No,$6-$8,$8-$10,No,Less than $20,Yes,Male,Bachelor's degree,White/Caucasian,,Employed full-time,,No affiliation
8dpbGk,25-34 years old,2,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,Espresso,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Floral,Medium,Nordic,Full caffeine,8.0,1.0,4.0,4.0,2.0,3.0,3.0,4.0,1.0,2.0,1.0,3.0,3.0,Coffee A,Coffee A,Coffee A,I primarily work from home,$80-$100,1,1,1,0,0,Yes,Yes,$15-$20,$15-$20,Yes,"More than $1,000",Yes,Male,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
zKQ8ja,25-34 years old,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,Latte,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Chocolatey,Somewhat strong,Medium,Full caffeine,7.0,2.0,4.0,4.0,5.0,1.0,4.0,2.0,3.0,3.0,1.0,5.0,4.0,Coffee A,Coffee A,Coffee A,I do a mix of both,$20-$40,1,0,1,0,0,Yes,Yes,$6-$8,$6-$8,No,"More than $1,000",Yes,Male,Bachelor's degree,Other (please specify),Mixed,Employed full-time,,
YZzBLJ,35-44 years old,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,Cold brew,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Caramalized,Somewhat strong,Medium,Full caffeine,5.0,2.0,4.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,2.0,Coffee C,Coffee A,Coffee C,I primarily work from home,$60-$80,0,1,0,0,0,No,No,$8-$10,$8-$10,Yes,$50-$100,Yes,Female,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
QABNdl,25-34 years old,3,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,Cortado,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Chocolatey,Medium,Medium,Full caffeine,5.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,1.0,3.0,1.0,5.0,1.0,Coffee B,Coffee A,Coffee B,I primarily work from home,$40-$60,1,1,0,0,0,Yes,Yes,$6-$8,$10-$15,No,$500-$1000,Yes,Male,Master's degree,White/Caucasian,,Employed full-time,,
8dpbko,25-34 years old,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,Espresso,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Fruity,Very strong,Light,Full caffeine,7.0,1.0,4.0,5.0,1.0,5.0,5.0,4.0,1.0,2.0,5.0,2.0,3.0,Coffee B,Coffee A,Coffee B,I primarily work from home,>$100,1,0,1,0,0,Yes,Yes,$10-$15,More than $20,Yes,"More than $1,000",Yes,Male,Bachelor's degree,White/Caucasian,,Employed full-time,,Independent
XeB6Ee,25-34 years old,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,Americano,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Sweet,Very strong,Light,Full caffeine,6.0,3.0,5.0,5.0,4.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,4.0,Coffee A,Coffee A,Coffee A,I primarily work in person,$80-$100,1,1,1,1,0,Yes,Yes,$15-$20,$15-$20,Yes,"More than $1,000",Yes,Male,Doctorate or professional degree,White/Caucasian,,Employed full-time,1,Democrat
KMBroK,25-34 years old,Less than 1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Latte,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,Caramalized,Weak,Medium,Decaf,1.0,4.0,4.0,2.0,2.0,1.0,5.0,5.0,2.0,1.0,3.0,5.0,4.0,Coffee B,Coffee D,Coffee B,I do a mix of both,<$20,1,0,0,0,0,No,No,$6-$8,$6-$8,No,Less than $20,Yes,Female,Master's degree,White/Caucasian,,Employed full-time,,No affiliation
24x9rg,35-44 years old,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,Cortado,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Fruity,Somewhat strong,Light,Half caff,6.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,5.0,4.0,5.0,Coffee A,Coffee D,Coffee D,I primarily work from home,$20-$40,1,1,1,0,0,Yes,Yes,$4-$6,$4-$6,Yes,$300-$500,Yes,Male,Doctorate or professional degree,White/Caucasian,,Employed full-time,2,No affiliation
dY2JjD,25-34 years old,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,Pourover,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Fruity,Medium,Light,Full caffeine,8.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,1.0,2.0,2.0,5.0,5.0,Coffee A,Coffee D,Coffee D,I primarily work in person,$20-$40,0,0,1,0,0,Yes,Yes,$6-$8,$8-$10,No,$300-$500,Yes,Male,Master's degree,White/Caucasian,,Employed full-time,1,Democrat
LdMjyz,18-24 years old,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,Pourover,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Fruity,Somewhat strong,Medium,Full caffeine,8.0,1.0,5.0,3.0,3.0,2.0,5.0,4.0,1.0,4.0,2.0,4.0,5.0,Coffee B,Coffee D,Coffee D,I primarily work from home,$20-$40,1,0,0,0,0,Yes,Yes,$15-$20,More than $20,Yes,$500-$1000,Yes,Male,High school graduate,White/Caucasian,,Employed full-time,,No affiliation
9dJYM1,55-64 years old,4,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,Americano,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Bright,Medium,French,Full caffeine,7.0,4.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,4.0,1.0,3.0,5.0,Coffee C,Coffee D,Coffee D,I primarily work from home,$40-$60,1,0,1,0,0,Yes,Yes,$8-$10,$10-$15,Yes,$300-$500,Yes,Male,Some college or associate's degree,White/Caucasian,,Employed full-time,More than 3,Republican
kYR4rj,25-34 years old,2,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Americano,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Full Bodied,Somewhat strong,Medium,Full caffeine,8.0,1.0,5.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,4.0,4.0,1.0,Coffee C,Coffee A,Coffee C,I do a mix of both,$20-$40,1,0,1,0,0,Yes,Yes,$4-$6,$8-$10,Yes,$50-$100,Yes,Male,Bachelor's degree,Other (please specify),White and Hispanic,Employed full-time,,Republican
pLPN7q,35-44 years old,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,Pourover,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Juicy,Somewhat strong,Light,Full caffeine,8.0,2.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,4.0,5.0,Coffee A,Coffee D,Coffee D,I primarily work from home,$40-$60,1,0,0,0,0,Yes,Yes,More than $20,More than $20,,"More than $1,000",Yes,Male,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,,Democrat
6dQ0eO,25-34 years old,Less than 1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,Cold brew,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Sweet,Somewhat strong,Medium,Full caffeine,3.0,1.0,4.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,1.0,4.0,1.0,Coffee B,Coffee A,Coffee B,I primarily work in person,<$20,1,0,0,0,0,Yes,No,$10-$15,$10-$15,,"More than $1,000",Yes,Male,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
42NlLd,25-34 years old,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,Regular drip coffee,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Caramalized,Medium,Medium,Full caffeine,4.0,1.0,1.0,3.0,2.0,2.0,5.0,5.0,3.0,4.0,3.0,5.0,3.0,Coffee B,Coffee A,Coffee D,I primarily work from home,$20-$40,1,1,1,1,0,Yes,Yes,$6-$8,$6-$8,Yes,$500-$1000,Yes,Male,Bachelor's degree,White/Caucasian,,Employed full-time,,Independent
LdMxaj,25-34 years old,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,Cortado,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Fruity,Somewhat strong,Medium,Full caffeine,6.0,1.0,4.0,5.0,3.0,1.0,3.0,4.0,3.0,1.0,3.0,3.0,4.0,Coffee A,Coffee A,Coffee A,I primarily work from home,$60-$80,1,0,1,0,0,Yes,Yes,$8-$10,More than $20,Yes,$500-$1000,Yes,Male,Master's degree,White/Caucasian,,Employed full-time,,Independent
